Total clusters, 31

Cluster Index, 1
Size, 3
R, 2
Adapter, 1

Cluster Index, 4
Size, 2
R, 1
Adapter, 1

Cluster Index, 7
Size, 2
R, 1
Adapter, 1

