Total clusters, 21

Cluster Index, 1
Size, 2
R, 1
Adapter, 1

Cluster Index, 2
Size, 3
R, 2
Adapter, 1

Cluster Index, 3
Size, 10
R, 5
Adapter, 5

Cluster Index, 4
Size, 2
R, 1
Adapter, 1

Cluster Index, 6
Size, 2
R, 1
Adapter, 1

