Total clusters, 24

Cluster Index, 1
Size, 2
R, 1
Adapter, 1

Cluster Index, 2
Size, 2
R, 1
Adapter, 1

Cluster Index, 3
Size, 7
R, 3
Adapter, 4

Cluster Index, 4
Size, 2
R, 1
Adapter, 1

Cluster Index, 7
Size, 2
R, 1
Adapter, 1

Cluster Index, 12
Size, 2
R, 1
Adapter, 1

