10000,R
10001,R
10002,R
10003,R
10004,R
10005,R
10006,R
10007,R
10008,Adapter
10009,Adapter
10010,Adapter
10011,Adapter
10012,Adapter
10013,Adapter
10014,Adapter
10015,Adapter
