Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
0.1,1.0,1.0,0.0
0.2,1.0,1.0,0.0
0.30000000000000004,1.0,1.0,0.0
0.4,1.0222222222222221,1.04,0.08000000000000007
0.5,1.0222222222222221,1.04,0.08000000000000007
0.6000000000000001,1.0444444444444445,1.08,0.09797958971132721
0.7,1.0444444444444445,1.08,0.09797958971132721
0.8,1.0444444444444445,1.08,0.09797958971132721
0.9000000000000001,1.0444444444444445,1.08,0.09797958971132721
1.0,1.0444444444444445,1.08,0.09797958971132721
1.1,1.0444444444444445,1.08,0.09797958971132721
1.2000000000000002,1.0444444444444445,1.08,0.09797958971132721
1.3000000000000003,1.0444444444444445,1.08,0.09797958971132721
1.4,1.0444444444444445,1.08,0.09797958971132721
1.5,1.0444444444444445,1.08,0.09797958971132721
1.6,1.0444444444444445,1.08,0.09797958971132721
1.7000000000000002,1.0666666666666669,1.12,0.09797958971132721
1.8000000000000003,1.0666666666666669,1.12,0.09797958971132721
1.9,1.0944444444444443,1.2000000000000002,0.21908902300206645
2.0,1.0944444444444443,1.2000000000000002,0.21908902300206645
2.1,1.1166666666666667,1.24,0.19595917942265426
2.2,1.1166666666666667,1.24,0.19595917942265426
2.3,1.1166666666666667,1.24,0.19595917942265426
2.4000000000000004,1.1166666666666667,1.24,0.19595917942265426
2.5,1.1444444444444444,1.28,0.20396078054371142
2.6000000000000005,1.1444444444444444,1.28,0.20396078054371142
2.7,1.1444444444444444,1.28,0.20396078054371142
2.8,1.1444444444444444,1.28,0.20396078054371142
2.9000000000000004,1.1801587301587302,1.3599999999999999,0.29393876913398126
3.0,1.2158730158730158,1.4,0.3346640106136301
3.1000000000000005,1.2158730158730158,1.4,0.3346640106136301
3.2,1.2158730158730158,1.4,0.3346640106136301
3.3,1.2158730158730158,1.4,0.3346640106136301
3.4000000000000004,1.2158730158730158,1.4,0.3346640106136301
3.5,1.2158730158730158,1.4,0.3346640106136301
3.6000000000000005,1.2158730158730158,1.4,0.3346640106136301
3.7,1.2158730158730158,1.4,0.3346640106136301
3.8,1.2158730158730158,1.4,0.3346640106136301
3.9000000000000004,1.2158730158730158,1.4,0.3346640106136301
4.0,1.2158730158730158,1.4,0.3346640106136301
4.1000000000000005,1.2158730158730158,1.4,0.3346640106136301
4.2,1.2158730158730158,1.4,0.3346640106136301
4.3,1.2158730158730158,1.4,0.3346640106136301
4.4,1.2158730158730158,1.4,0.3346640106136301
4.500000000000001,1.2158730158730158,1.4,0.3346640106136301
4.6,1.2158730158730158,1.4,0.3346640106136301
4.7,1.2158730158730158,1.4,0.3346640106136301
4.800000000000001,1.2158730158730158,1.4,0.3346640106136301
4.8999999999999995,1.2158730158730158,1.4,0.3346640106136301
5.0,1.2158730158730158,1.4,0.3346640106136301
5.1000000000000005,1.2158730158730158,1.4,0.3346640106136301
5.200000000000001,1.1801587301587302,1.32,0.27129319932501067
5.3,1.2158730158730158,1.3599999999999999,0.29393876913398126
5.4,1.2158730158730158,1.3599999999999999,0.29393876913398126
5.500000000000001,1.2158730158730158,1.3599999999999999,0.29393876913398126
5.6,1.2380952380952384,1.4,0.2529822128134702
5.7,1.2380952380952384,1.4,0.2529822128134702
5.800000000000001,1.2380952380952384,1.4,0.2529822128134702
5.8999999999999995,1.2380952380952384,1.4,0.2529822128134702
6.0,1.2380952380952384,1.4,0.2529822128134702
6.1000000000000005,1.2380952380952384,1.4,0.2529822128134702
6.200000000000001,1.2380952380952384,1.4,0.2529822128134702
6.3,1.2380952380952384,1.4,0.2529822128134702
6.4,1.2380952380952384,1.4,0.2529822128134702
6.500000000000001,1.2380952380952384,1.4,0.2529822128134702
6.6,1.2380952380952384,1.4,0.2529822128134702
6.7,1.2380952380952384,1.4,0.2529822128134702
6.800000000000001,1.2380952380952384,1.4,0.2529822128134702
6.9,1.2380952380952384,1.4,0.2529822128134702
7.0,1.2380952380952384,1.4,0.2529822128134702
7.1000000000000005,1.2380952380952384,1.4,0.2529822128134702
7.200000000000001,1.2380952380952384,1.4,0.2529822128134702
7.3,1.2658730158730158,1.4400000000000002,0.23323807579381187
7.4,1.3015873015873016,1.48,0.23999999999999988
7.500000000000001,1.3293650793650795,1.52,0.20396078054371128
7.6,1.3293650793650795,1.52,0.20396078054371128
7.7,1.3293650793650795,1.52,0.20396078054371128
7.800000000000001,1.3769841269841272,1.56,0.23323807579381192
7.9,1.3769841269841272,1.56,0.23323807579381192
8.0,1.3769841269841272,1.56,0.23323807579381192
8.1,1.3769841269841272,1.56,0.23323807579381192
8.200000000000001,1.3769841269841272,1.56,0.23323807579381192
8.3,1.3769841269841272,1.56,0.23323807579381192
8.4,1.3769841269841272,1.56,0.23323807579381192
8.5,1.3769841269841272,1.56,0.23323807579381192
8.6,1.3769841269841272,1.56,0.23323807579381192
8.700000000000001,1.3769841269841272,1.56,0.23323807579381192
8.8,1.3769841269841272,1.56,0.23323807579381192
8.9,1.3769841269841272,1.56,0.23323807579381192
9.000000000000002,1.3769841269841272,1.56,0.23323807579381192
9.1,1.3769841269841272,1.56,0.23323807579381192
9.2,1.3769841269841272,1.56,0.23323807579381192
9.3,1.3769841269841272,1.56,0.23323807579381192
9.4,1.3769841269841272,1.56,0.23323807579381192
9.5,1.3769841269841272,1.56,0.23323807579381192
9.600000000000001,1.3769841269841272,1.56,0.23323807579381192
9.700000000000001,1.4246031746031749,1.6,0.28284271247461895
9.799999999999999,1.4246031746031749,1.6,0.28284271247461895
9.9,1.4246031746031749,1.6,0.28284271247461895
