Total clusters, 26

Cluster Index, 0
Size, 2
R, 1
Adapter, 1

Cluster Index, 1
Size, 4
R, 2
Adapter, 2

Cluster Index, 2
Size, 2
R, 1
Adapter, 1

Cluster Index, 3
Size, 2
R, 1
Adapter, 1

Cluster Index, 9
Size, 2
R, 1
Adapter, 1

Cluster Index, 12
Size, 2
R, 1
Adapter, 1

Cluster Index, 13
Size, 2
R, 1
Adapter, 1

