Total clusters, 17

Cluster Index, 0
Size, 3
R, 2
Adapter, 1

Cluster Index, 2
Size, 4
R, 2
Adapter, 2

Cluster Index, 3
Size, 8
R, 4
Adapter, 4

Cluster Index, 4
Size, 4
R, 2
Adapter, 2

Cluster Index, 5
Size, 2
R, 1
Adapter, 1

Cluster Index, 6
Size, 2
R, 1
Adapter, 1

Cluster Index, 8
Size, 2
R, 1
Adapter, 1

