Total clusters, 5

Cluster Index, 0
Size, 3
R, 1
Adapter, 2

Cluster Index, 1
Size, 3
R, 2
Adapter, 1

Cluster Index, 3
Size, 2
R, 1
Adapter, 1

