Time, TOTAL R : R : State0,FREE R : R : State0,BOUND R : R : State0,TOTAL R : R : State1,FREE R : R : State1,BOUND R : R : State1,TOTAL R : L : State0,FREE R : L : State0,BOUND R : L : State0,TOTAL R : Anchor : Anchor,FREE R : Anchor : Anchor,BOUND R : Anchor : Anchor,TOTAL Adapter : A : State0,FREE Adapter : A : State0,BOUND Adapter : A : State0,TOTAL Adapter : L : State0,FREE Adapter : L : State0,BOUND Adapter : L : State0,
0.0,30,30,0,0,0,0,15,15,0,15,15,0,40,40,0,20,20,0,
1.00009999999987E-4,30,30,0,0,0,0,15,15,0,15,15,0,40,40,0,20,20,0,
2.0000999999993522E-4,30,29,1,0,0,0,15,15,0,15,15,0,40,39,1,20,20,0,
3.0000999999988347E-4,30,29,1,0,0,0,15,15,0,15,15,0,40,39,1,20,20,0,
4.000099999998317E-4,30,29,1,0,0,0,15,15,0,15,15,0,40,39,1,20,20,0,
5.000099999998435E-4,30,28,2,0,0,0,15,15,0,15,15,0,40,38,2,20,20,0,
6.000000000003338E-4,30,28,2,0,0,0,15,15,0,15,15,0,40,38,2,20,20,0,
7.000000000008241E-4,30,27,3,0,0,0,15,15,0,15,15,0,40,37,3,20,20,0,
8.000000000013144E-4,30,27,3,0,0,0,15,15,0,15,15,0,40,37,3,20,20,0,
9.000000000018047E-4,30,27,3,0,0,0,15,15,0,15,15,0,40,37,3,20,20,0,
0.001000000000002041,30,25,5,0,0,0,15,15,0,15,15,0,40,35,5,20,20,0,
0.001100000000001447,30,25,5,0,0,0,15,15,0,15,15,0,40,35,5,20,20,0,
0.0012000000000008532,30,25,5,0,0,0,15,15,0,15,15,0,40,35,5,20,20,0,
0.0013000000000002593,30,25,5,0,0,0,15,15,0,15,15,0,40,35,5,20,20,0,
0.0014000099999996653,30,24,6,0,0,0,15,15,0,15,15,0,40,34,6,20,20,0,
0.0015000099999990715,30,23,7,0,0,0,15,15,0,15,15,0,40,33,7,20,20,0,
0.0016000099999984776,30,23,7,0,0,0,15,15,0,15,15,0,40,33,7,20,20,0,
0.0017000099999978837,30,23,7,0,0,0,15,15,0,15,15,0,40,33,7,20,20,0,
0.0018000099999972898,30,23,7,0,0,0,15,15,0,15,15,0,40,33,7,20,20,0,
0.001900009999996696,30,23,7,0,0,0,15,15,0,15,15,0,40,33,7,20,20,0,
0.002000009999996102,30,22,8,0,0,0,15,15,0,15,15,0,40,32,8,20,20,0,
0.002100009999995508,30,21,9,0,0,0,15,15,0,15,15,0,40,31,9,20,20,0,
0.0022000099999949143,30,19,11,0,0,0,15,15,0,15,15,0,40,29,11,20,20,0,
0.0023000099999943204,30,19,11,0,0,0,15,15,0,15,15,0,40,29,11,20,20,0,
0.0024000099999937265,30,19,11,0,0,0,15,15,0,15,15,0,40,29,11,20,20,0,
0.0025000099999931327,30,19,11,0,0,0,15,15,0,15,15,0,40,29,11,20,20,0,
0.0026000099999925388,30,19,11,0,0,0,15,15,0,15,15,0,40,29,11,20,20,0,
0.002700009999991945,30,18,12,0,0,0,15,15,0,15,15,0,40,28,12,20,20,0,
0.002800009999991351,30,18,12,0,0,0,15,15,0,15,15,0,40,28,12,20,20,0,
0.002900009999990757,30,17,13,0,0,0,15,15,0,15,15,0,40,27,13,20,20,0,
0.0030000099999901633,30,16,14,0,0,0,15,15,0,15,15,0,40,26,14,20,20,0,
0.0031000099999895694,30,15,15,0,0,0,15,15,0,15,15,0,40,25,15,20,20,0,
0.0032000099999889755,30,15,15,0,0,0,15,15,0,15,15,0,40,25,15,20,20,0,
0.0033000099999883816,30,15,15,0,0,0,15,15,0,15,15,0,40,25,15,20,20,0,
0.0034000099999877877,30,15,15,0,0,0,15,15,0,15,15,0,40,25,15,20,20,0,
0.003500009999987194,30,15,15,0,0,0,15,15,0,15,15,0,40,25,15,20,20,0,
0.0036000099999866,30,15,15,0,0,0,15,15,0,15,15,0,40,25,15,20,20,0,
0.003700009999986006,30,14,16,0,0,0,15,15,0,15,15,0,40,24,16,20,20,0,
0.003800009999985412,30,14,16,0,0,0,15,15,0,15,15,0,40,24,16,20,20,0,
0.0039000099999848183,30,14,16,0,0,0,15,15,0,15,15,0,40,24,16,20,20,0,
0.0040000099999842244,30,13,17,0,0,0,15,15,0,15,15,0,40,23,17,20,20,0,
0.004100009999983631,30,13,17,0,0,0,15,15,0,15,15,0,40,23,17,20,20,0,
