Total clusters, 30

Cluster Index, 0
Size, 2
R, 1
Adapter, 1

Cluster Index, 1
Size, 2
R, 1
Adapter, 1

Cluster Index, 7
Size, 2
R, 1
Adapter, 1

Cluster Index, 8
Size, 2
R, 1
Adapter, 1

Cluster Index, 10
Size, 2
R, 1
Adapter, 1

