AVERAGES,,,,,STANDARD DEVIATIONS
Time, Free, Bound, State0, , Free, Bound, State0, 
0.008400009999958094, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0085000099999575, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.008600009999956906, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.008700009999956312, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.008800009999955718, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.008900009999955124, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.00900000999995453, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.009100009999953937, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.009200009999953343, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.009300009999952749, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.009400009999952155, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.009500009999951561, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.009600009999950967, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.009700009999950373, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.00980000999994978, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.009900009999949185, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.010000009999948592, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
