AVERAGES,,,,,STANDARD DEVIATIONS
Time, Free, Bound, State0, , Free, Bound, State0, 
0.0, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
1.00009999999987E-4, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
2.0000999999993522E-4, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
3.0000999999988347E-4, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
4.000099999998317E-4, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
5.000099999998435E-4, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
6.000000000003338E-4, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
7.000000000008241E-4, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
8.000000000013144E-4, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
9.000000000018047E-4, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.001000000000002041, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.001100000000001447, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0012000000000008532, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0013000000000002593, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0014000099999996653, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0015000099999990715, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0016000099999984776, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0017000099999978837, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0018000099999972898, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.001900009999996696, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.002000009999996102, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.002100009999995508, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0022000099999949143, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0023000099999943204, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0024000099999937265, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0025000099999931327, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0026000099999925388, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.002700009999991945, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.002800009999991351, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.002900009999990757, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0030000099999901633, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0031000099999895694, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0032000099999889755, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0033000099999883816, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0034000099999877877, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.003500009999987194, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0036000099999866, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.003700009999986006, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.003800009999985412, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0039000099999848183, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0040000099999842244, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.004100009999983631, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.004200009999983037, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.004300009999982443, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.004400009999981849, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.004500009999981255, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.004600009999980661, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.004700009999980067, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.004800009999979473, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0049000099999788795, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.005000009999978286, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.005100009999977692, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.005200009999977098, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.005300009999976504, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.00540000999997591, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.005500009999975316, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.005600009999974722, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0057000099999741285, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.005800009999973535, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.005900009999972941, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.006000009999972347, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.006100009999971753, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.006200009999971159, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.006300009999970565, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.006400009999969971, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0065000099999693774, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0066000099999687836, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.00670000999996819, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.006800009999967596, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.006900009999967002, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.007000009999966408, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.007100009999965814, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.00720000999996522, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.007300009999964626, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.0074000099999640325, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.007500009999963439, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.007600009999962845, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.007700009999962251, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.007800009999961657, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.007900009999961063, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.00800000999996047, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.008100009999959875, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.008200009999959281, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
0.008300009999958688, 5.0, 0.0, 5.0, , 0.0, 0.0, 0.0, 
