Total clusters, 13

Cluster Index, 2
Size, 2
R, 1
Adapter, 1

Cluster Index, 3
Size, 2
R, 1
Adapter, 1

Cluster Index, 5
Size, 2
R, 1
Adapter, 1

