Total clusters, 11

Cluster Index, 2
Size, 3
R, 2
Adapter, 1

Cluster Index, 3
Size, 2
R, 1
Adapter, 1

Cluster Index, 4
Size, 2
R, 1
Adapter, 1

Cluster Index, 5
Size, 2
R, 1
Adapter, 1

