Time, TOTAL R : R : State0,FREE R : R : State0,BOUND R : R : State0,TOTAL R : R : State1,FREE R : R : State1,BOUND R : R : State1,TOTAL R : L : State0,FREE R : L : State0,BOUND R : L : State0,TOTAL R : Anchor : Anchor,FREE R : Anchor : Anchor,BOUND R : Anchor : Anchor,TOTAL Adapter : A : State0,FREE Adapter : A : State0,BOUND Adapter : A : State0,TOTAL Adapter : L : State0,FREE Adapter : L : State0,BOUND Adapter : L : State0,
0.0,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
1.00009999999987E-4,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
2.0000999999993522E-4,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
3.0000999999988347E-4,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
4.000099999998317E-4,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
5.000099999998435E-4,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
6.000000000003338E-4,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
7.000000000008241E-4,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
8.000000000013144E-4,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
9.000000000018047E-4,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.001000000000002041,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.001100000000001447,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.0012000000000008532,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.0013000000000002593,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.0014000099999996653,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.0015000099999990715,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.0016000099999984776,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.0017000099999978837,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.0018000099999972898,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.001900009999996696,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
0.002000009999996102,12,12,0,0,0,0,6,6,0,6,6,0,4,4,0,2,2,0,
