Total clusters, 27

Cluster Index, 5
Size, 4
R, 2
Adapter, 2

Cluster Index, 6
Size, 2
R, 1
Adapter, 1

Cluster Index, 7
Size, 2
R, 1
Adapter, 1

Cluster Index, 8
Size, 3
R, 2
Adapter, 1

Cluster Index, 12
Size, 2
R, 1
Adapter, 1

