Total clusters, 23

Cluster Index, 3
Size, 7
R, 4
Adapter, 3

Cluster Index, 5
Size, 2
R, 1
Adapter, 1

Cluster Index, 6
Size, 2
R, 1
Adapter, 1

Cluster Index, 7
Size, 3
R, 2
Adapter, 1

Cluster Index, 8
Size, 2
R, 1
Adapter, 1

Cluster Index, 10
Size, 2
R, 1
Adapter, 1

